assists,faceoffWinPctg,gameWinningGoals,gamesPlayed,goals,otGoals,penaltyMinutes,playerFirstName,playerId,playerLastName,playerName,playerPositionCode,playerTeamsPlayedFor,plusMinus,points,pointsPerGame,ppGoals,ppPoints,seasonId,shGoals,shPoints,shiftsPerGame,shootingPctg,shots,timeOnIcePerGame
41,0.5241,1,82,14,0,36,Vinny,8459492,Prospal,Vinny Prospal,L,TBL,-24,55,0.6707,2,12,20062007,0,0,22.3292,0.0639,219,1143.7804
8,0.0,0,67,2,0,48,Niclas,8468577,Wallin,Niclas Wallin,D,CAR,-2,10,0.1492,0,0,20062007,0,0,25.791,0.0263,76,1112.6119
37,0.3931,1,76,19,0,39,Jochen,8462077,Hecht,Jochen Hecht,C,BUF,19,56,0.7368,3,9,20062007,0,1,23.171,0.0964,197,1130.7894
23,0.4538,1,62,14,0,48,Jeff,8470604,Carter,Jeff Carter,C,PHI,-17,37,0.5967,3,7,20062007,2,3,24.5645,0.0651,215,1139.5645
1,0.0,0,15,0,0,14,Mark,8470614,Stuart,Mark Stuart,D,BOS,7,1,0.0666,0,0,20062007,0,0,14.7333,0.0,4,623.4
3,0.0,0,35,0,0,31,Douglas,8468114,Murray,Douglas Murray,D,SJS,0,3,0.0857,0,1,20062007,0,0,16.6571,0.0,18,645.5142
20,0.0,1,79,4,0,38,Scott,8466158,Hannan,Scott Hannan,D,SJS,1,24,0.3037,0,5,20062007,1,1,29.481,0.0506,79,1369.4303
6,0.0,1,76,2,0,48,Joe,8467387,Dipenta,Joe Dipenta,D,ANA,1,8,0.1052,0,0,20062007,0,0,16.8157,0.0606,33,729.421
0,0.0,0,1,0,0,4,Jonathan,8471765,Sigalet,Jonathan Sigalet,D,BOS,-2,0,0.0,0,0,20062007,0,0,21.0,0.0,1,881.0
10,0.0,0,40,3,0,18,Stefan,8470674,Ruzicka,Stefan Ruzicka,R,PHI,-6,13,0.325,1,4,20062007,0,0,17.2,0.04,75,763.775
2,0.0,0,24,2,0,30,Darius,8458942,Kasparaitis,Darius Kasparaitis,D,NYR,-1,4,0.1666,0,0,20062007,0,0,22.5416,0.2222,9,891.5
0,0.0,0,1,0,0,0,Bryce,8469561,Lampman,Bryce Lampman,D,NYR,0,0,0.0,0,0,20062007,0,0,21.0,0.0,0,728.0
4,0.0,0,22,1,0,11,Jeff,8468113,Finger,Jeff Finger,D,COL,10,5,0.2272,0,0,20062007,0,0,22.3636,0.0625,16,827.8181
1,0.0,0,3,0,0,4,Micki,8468750,Dupont,Micki Dupont,D,PIT,-3,1,0.3333,0,1,20062007,0,0,18.6666,0.0,6,828.3333
16,0.5409,1,79,6,0,28,Niko,8467516,Kapanen,Niko Kapanen,C,"ATL, PHX",-23,22,0.2784,2,7,20062007,0,0,17.0,0.0759,79,743.6455
49,0.0,1,80,13,0,46,Nicklas,8457063,Lidstrom,Nicklas Lidstrom,D,DET,40,62,0.775,10,33,20062007,0,3,29.125,0.058,224,1649.325
48,0.2272,8,81,36,4,36,Daniel,8467875,Sedin,Daniel Sedin,L,VAN,19,84,1.037,16,34,20062007,0,0,22.5555,0.1525,236,1083.8395
29,0.5331,1,78,11,0,44,Randy,8466110,Robitaille,Randy Robitaille,C,"PHI, NYI",-6,40,0.5128,3,9,20062007,0,0,17.8461,0.0916,120,848.282
17,0.4923,1,79,10,1,54,Denis,8467386,Arkhipov,Denis Arkhipov,C,CHI,-13,27,0.3417,2,6,20062007,1,5,23.5696,0.0892,112,942.6582
0,0.5,0,4,1,0,4,Robert,8470608,Nilsson,Robert Nilsson,C,EDM,-1,1,0.25,0,0,20062007,0,0,21.25,0.125,8,1041.0
33,0.4804,3,67,29,0,47,Brendan,8451302,Shanahan,Brendan Shanahan,L,NYR,2,62,0.9253,14,31,20062007,3,4,24.7761,0.0983,295,1189.2089
50,0.4845,6,82,28,0,42,Paul,8471669,Stastny,Paul Stastny,C,COL,4,78,0.9512,11,31,20062007,0,1,25.5365,0.1513,185,1090.3658
22,0.5667,1,81,13,0,94,Chris,8459425,Gratton,Chris Gratton,C,FLA,1,35,0.432,1,2,20062007,0,0,17.2469,0.0992,131,725.8271
33,0.5027,1,77,15,0,54,Petr,8469696,Cajanek,Petr Cajanek,C,STL,9,48,0.6233,1,9,20062007,0,0,22.1298,0.0898,167,975.1298
2,0.415,0,12,1,0,6,Mark,8469997,Hartigan,Mark Hartigan,C,"CBJ, ANA",1,3,0.25,1,3,20062007,0,0,14.0833,0.0666,15,646.0833
11,0.0,1,57,6,0,26,Tony,8467914,Salmelainen,Tony Salmelainen,L,CHI,-3,17,0.2982,0,1,20062007,0,0,14.5964,0.1111,54,592.2807
43,0.477,3,82,16,0,56,Doug,8458361,Weight,Doug Weight,C,STL,10,59,0.7195,5,20,20062007,0,0,23.0,0.13,123,1097.3414
31,0.4805,6,82,22,0,40,Petr,8460465,Sykora,Petr Sykora,R,EDM,-20,53,0.6463,6,25,20062007,0,0,19.0609,0.1067,206,999.8658
8,0.4444,4,32,8,1,26,Scottie,8470105,Upshall,Scottie Upshall,R,"NSH, PHI",3,16,0.5,1,3,20062007,1,1,19.9375,0.0919,87,885.125
12,0.5121,2,68,4,0,52,Patrick,8470375,Thoresen,Patrick Thoresen,L,EDM,-1,16,0.2352,0,2,20062007,1,1,15.1617,0.0547,73,685.1911
1,0.0,0,3,0,0,12,Sheldon,8469992,Brookbank,Sheldon Brookbank,D,NSH,0,1,0.3333,0,0,20062007,0,0,11.3333,0.0,3,496.0
1,0.4867,0,14,1,0,6,Kamil,8470631,Kreps,Kamil Kreps,C,FLA,-1,2,0.1428,0,0,20062007,0,0,15.5714,0.05,20,673.1428
33,0.4938,4,81,19,0,66,Robert,8456966,Lang,Robert Lang,C,DET,12,52,0.6419,6,17,20062007,0,0,21.6543,0.1144,166,1009.0864
2,0.6,0,7,1,0,4,Yanick,8468566,Lehoux,Yanick Lehoux,C,PHX,-1,3,0.4285,1,2,20062007,0,0,17.1428,0.1,10,752.4285
0,0.0,0,1,0,0,0,Erik,8468650,Reitz,Erik Reitz,D,MIN,1,0,0.0,0,0,20062007,0,0,13.0,0.0,0,636.0
0,0.6511,0,5,0,0,2,David,8469483,Steckel,David Steckel,C,WSH,-2,0,0.0,0,0,20062007,0,0,20.2,0.0,4,746.4
10,0.0,1,31,2,0,20,Ric,8464959,Jackman,Ric Jackman,D,"FLA, ANA",0,12,0.387,1,6,20062007,0,0,19.258,0.0555,36,821.9677
3,0.0,0,31,0,0,10,Bobby,8467378,Allen,Bobby Allen,D,BOS,-1,3,0.0967,0,0,20062007,0,1,18.4516,0.0,14,782.387
30,0.5635,2,48,12,0,0,Kyle,8469581,Wellwood,Kyle Wellwood,C,TOR,3,42,0.875,7,21,20062007,0,0,20.5833,0.1212,99,998.0416
0,0.0,0,1,0,0,0,Darcy,8473923,Campbell,Darcy Campbell,D,CBJ,0,0,0.0,0,0,20062007,0,0,8.0,0.0,0,341.0
2,0.0,0,16,2,0,8,Konstantin,8470637,Pushkarev,Konstantin Pushkarev,R,LAK,-2,4,0.25,0,0,20062007,0,0,13.9375,0.2,10,550.1875
2,0.3906,0,17,4,0,2,Jeff,8468510,Taffe,Jeff Taffe,L,PHX,-7,6,0.3529,1,3,20062007,0,0,19.2352,0.1176,34,851.5294
21,0.4678,0,81,8,0,133,Ian,8459094,Laperriere,Ian Laperriere,R,COL,5,29,0.358,0,0,20062007,0,1,20.9135,0.0677,118,830.5308
2,0.25,1,39,3,0,69,Chris,8469501,Thorburn,Chris Thorburn,R,PIT,1,5,0.1282,0,0,20062007,0,0,11.4358,0.075,40,473.7948
21,0.4265,1,71,17,0,95,Tuomo,8469462,Ruutu,Tuomo Ruutu,L,CHI,4,38,0.5352,1,8,20062007,0,0,22.5633,0.1478,115,1040.7746
15,0.0,0,82,0,0,70,Cory,8464981,Sarich,Cory Sarich,D,TBL,-6,15,0.1829,0,0,20062007,0,1,22.878,0.0,64,1086.7073
24,0.0,0,81,1,0,110,Sean,8456595,Hill,Sean Hill,D,NYI,6,25,0.3086,0,12,20062007,0,0,28.0123,0.0113,88,1352.7037
24,0.5232,1,49,9,0,28,Steve,8468432,Reinprecht,Steve Reinprecht,C,PHX,-3,33,0.6734,2,12,20062007,0,0,21.102,0.1267,71,940.1632
1,0.0,0,23,0,0,6,Alexandre,8471221,Picard,Alexandre Picard,L,CBJ,-3,1,0.0434,0,1,20062007,0,0,11.9565,0.0,20,469.4347
14,0.2812,1,50,5,0,62,Chuck,8469467,Kobasew,Chuck Kobasew,R,"CGY, BOS",1,19,0.38,2,8,20062007,0,0,19.16,0.0537,93,860.22
0,1.0,0,14,0,0,18,Darren,8470076,Reid,Darren Reid,R,PHI,-7,0,0.0,0,0,20062007,0,0,11.5714,0.0,8,490.5714
9,0.0,1,61,6,0,48,Alexander,8469478,Perezhogin,Alexander Perezhogin,R,MTL,11,15,0.2459,1,1,20062007,0,0,15.4426,0.0582,103,711.3442
11,0.5,0,72,6,0,26,Adam,8467925,Hall,Adam Hall,R,"NYR, MIN",-11,17,0.2361,3,6,20062007,0,1,19.4444,0.0582,103,742.6527
46,0.25,2,66,13,0,69,Chris,8459424,Pronger,Chris Pronger,D,ANA,27,59,0.8939,8,36,20062007,0,0,27.8181,0.0783,166,1625.9545
24,0.25,1,71,21,0,63,Alexei,8467412,Ponikarovsky,Alexei Ponikarovsky,L,TOR,8,45,0.6338,6,11,20062007,0,0,24.1971,0.106,198,1026.1126
4,0.0,1,26,3,0,42,Bryan,8463638,Muir,Bryan Muir,D,WSH,3,7,0.2692,0,2,20062007,0,0,19.923,0.1071,28,877.0384
44,0.4586,6,81,33,0,44,Daymond,8462036,Langkow,Daymond Langkow,C,CGY,23,77,0.9506,10,27,20062007,1,3,25.1728,0.1336,247,1207.395
19,0.0,0,82,12,0,45,Bates,8460620,Battaglia,Bates Battaglia,L,TOR,9,31,0.378,0,0,20062007,0,0,17.5487,0.1276,94,747.378
31,0.5081,3,82,20,1,60,Brendan,8459461,Morrison,Brendan Morrison,C,VAN,-9,51,0.6219,6,18,20062007,2,2,23.0121,0.1438,139,1077.2804
31,0.0,1,75,7,0,88,Roman,8458938,Hamrlik,Roman Hamrlik,D,CGY,22,38,0.5066,1,18,20062007,0,1,29.8133,0.056,125,1492.3066
22,0.2352,2,71,10,0,26,Nikolay,8470597,Zherdev,Nikolay Zherdev,R,CBJ,-19,32,0.4507,3,12,20062007,0,0,20.5774,0.0609,164,973.2112
13,0.4695,0,68,6,0,28,Jiri,8469475,Novotny,Jiri Novotny,C,"BUF, WSH",-4,19,0.2794,0,0,20062007,0,0,16.75,0.0759,79,775.5
0,0.5,0,1,0,0,0,Rob,8471238,Schremp,Rob Schremp,C,EDM,0,0,0.0,0,0,20062007,0,0,17.0,0.0,2,830.0
10,0.5949,0,41,3,0,42,Mark,8466343,Smith,Mark Smith,C,SJS,-4,13,0.317,2,4,20062007,0,0,14.4878,0.0789,38,624.5609
8,0.3333,0,29,3,0,18,Daniel,8470230,Paille,Daniel Paille,L,BUF,5,11,0.3793,0,0,20062007,0,1,16.6896,0.0666,45,767.2413
55,0.3833,10,82,50,0,74,Dany,8468482,Heatley,Dany Heatley,L,OTT,31,105,1.2804,17,39,20062007,3,4,23.8536,0.1612,310,1261.9634
6,0.3809,0,72,6,0,34,Jeff,8460501,Friesen,Jeff Friesen,L,CGY,-2,12,0.1666,0,1,20062007,1,2,19.0138,0.109,55,730.9166
20,0.3076,4,76,19,1,18,Mark,8465026,Parrish,Mark Parrish,R,MIN,9,39,0.5131,5,11,20062007,0,0,21.0394,0.1347,141,859.5657
41,0.282,5,82,43,1,40,Thomas,8470598,Vanek,Thomas Vanek,L,BUF,47,84,1.0243,15,22,20062007,0,0,19.4268,0.1814,237,1006.5365
28,0.4285,3,82,30,0,60,Michael,8467545,Ryder,Michael Ryder,R,MTL,-25,58,0.7073,17,34,20062007,2,2,19.7439,0.1357,221,976.7317
16,0.3421,0,55,11,0,52,P.J.,8462209,Axelsson,P.J. Axelsson,L,BOS,-10,27,0.4909,3,10,20062007,2,2,25.4909,0.1358,81,1173.8909
18,0.0,0,66,4,0,38,Randy,8470905,Jones,Randy Jones,D,PHI,-14,22,0.3333,0,5,20062007,0,1,20.5454,0.0597,67,965.6363
0,0.0,0,1,0,0,5,Eric,8459008,Cairns,Eric Cairns,D,PIT,0,0,0.0,0,0,20062007,0,0,2.0,0.0,0,42.0
30,0.0,3,71,14,0,24,John-Michael,8468639,Liles,John-Michael Liles,D,COL,0,44,0.6197,8,28,20062007,0,0,24.0422,0.1093,128,1065.8732
5,1.0,0,63,6,0,233,Ben,8470280,Eager,Ben Eager,L,PHI,-13,11,0.1746,0,0,20062007,0,0,12.2539,0.125,48,494.2698
1,0.0,0,11,0,0,0,Joel,8468208,Ward,Joel Ward,R,MIN,0,1,0.0909,0,0,20062007,0,0,12.2727,0.0,12,462.2727
20,0.4978,1,74,12,0,14,John,8466371,Madden,John Madden,C,NJD,-7,32,0.4324,0,3,20062007,0,2,25.7702,0.0784,153,1132.5135
6,0.0,0,19,2,0,12,Lawrence,8468184,Nycholat,Lawrence Nycholat,D,"WSH, OTT",-3,8,0.421,0,2,20062007,0,0,26.9473,0.08,25,1207.421
29,0.4609,1,82,10,0,44,Matt,8470162,Stajan,Matt Stajan,C,TOR,3,39,0.4756,1,7,20062007,1,1,23.1829,0.0757,132,968.9878
17,0.5263,4,59,28,2,44,Glen,8458532,Murray,Glen Murray,R,BOS,-12,45,0.7627,12,18,20062007,0,0,22.8813,0.1393,201,1125.1525
11,0.4065,1,70,8,0,40,Jason,8466147,Ward,Jason Ward,R,"NYR, LAK, TBL",-15,19,0.2714,0,1,20062007,1,2,18.1428,0.074,108,757.0142
19,0.0,0,69,2,0,70,Marek,8459493,Malik,Marek Malik,D,NYR,32,21,0.3043,0,1,20062007,0,2,25.8985,0.035,57,1156.0289
29,0.375,2,73,19,0,30,Michel,8468604,Ouellet,Michel Ouellet,R,PIT,-3,48,0.6575,11,19,20062007,0,0,17.8082,0.1283,148,799.5479
10,0.4608,0,48,6,0,40,Ryan,8470616,Kesler,Ryan Kesler,C,VAN,1,16,0.3333,0,0,20062007,0,0,22.625,0.0681,88,985.8125
11,0.439,0,76,6,0,56,Shean,8459450,Donovan,Shean Donovan,R,BOS,-13,17,0.2236,0,0,20062007,0,2,20.3552,0.0555,108,849.1184
29,0.0,0,82,2,0,76,Duncan,8470281,Keith,Duncan Keith,D,CHI,0,31,0.378,0,4,20062007,0,2,27.8536,0.0163,122,1415.7073
26,0.4911,5,81,20,0,48,Matthew,8468695,Lombardi,Matthew Lombardi,C,CGY,10,46,0.5679,5,13,20062007,4,5,22.6049,0.1136,176,982.1481
6,0.5,0,64,8,0,68,Byron,8462197,Ritchie,Byron Ritchie,C,CGY,3,14,0.2187,0,0,20062007,1,2,14.4843,0.1739,46,586.1406
31,0.0,1,77,11,0,30,Matt,8470640,Carle,Matt Carle,D,SJS,9,42,0.5454,8,26,20062007,0,0,23.0259,0.099,111,1088.3766
6,0.6666,1,39,3,0,16,Mike,8468478,Weaver,Mike Weaver,D,LAK,-4,9,0.2307,1,1,20062007,0,0,21.5897,0.1363,22,919.5128
0,0.0,0,1,0,0,0,Ian,8457421,Moran,Ian Moran,D,ANA,-1,0,0.0,0,0,20062007,0,0,10.0,0.0,0,366.0
1,0.5714,0,10,1,0,2,Rico,8467333,Fata,Rico Fata,L,WSH,3,2,0.2,0,0,20062007,0,0,16.1,0.0666,15,625.8
1,0.0,0,9,1,0,2,Ryan,8468560,Bayda,Ryan Bayda,L,CAR,-1,2,0.2222,0,0,20062007,0,0,11.1111,0.1,10,521.1111
6,1.0,1,58,1,0,46,Rory,8459469,Fitzpatrick,Rory Fitzpatrick,D,VAN,12,7,0.1206,0,0,20062007,0,2,20.6896,0.0243,41,845.6206
0,0.3953,0,13,2,0,4,Noah,8468123,Clarke,Noah Clarke,L,LAK,-6,2,0.1538,0,0,20062007,1,1,14.2307,0.1818,11,515.923
0,0.0,0,1,0,0,0,Ryan,8471692,Parent,Ryan Parent,D,PHI,0,0,0.0,0,0,20062007,0,0,23.0,0.0,1,850.0
13,0.0,2,78,3,1,64,Lukas,8469477,Krajicek,Lukas Krajicek,D,VAN,-4,16,0.2051,1,5,20062007,0,0,25.1923,0.0285,105,1110.9487
6,0.4816,1,41,5,0,10,Patrik,8467055,Stefan,Patrik Stefan,C,DAL,5,11,0.2682,0,0,20062007,1,1,17.756,0.1219,41,732.5365
23,0.0,1,82,6,1,69,Eric,8466142,Brewer,Eric Brewer,D,STL,-10,29,0.3536,2,8,20062007,0,1,29.8536,0.054,111,1471.6707
37,0.3333,3,82,20,1,14,Pierre-Marc,8470153,Bouchard,Pierre-Marc Bouchard,C,MIN,13,57,0.6951,5,24,20062007,0,0,22.3902,0.1156,173,959.3414
0,0.6666,0,1,0,0,0,Nathan,8468503,Smith,Nathan Smith,C,VAN,0,0,0.0,0,0,20062007,0,0,14.0,0.0,0,525.0
0,0.0,0,1,0,0,0,Tomi,8469557,Maki,Tomi Maki,R,CGY,0,0,0.0,0,0,20062007,0,0,18.0,0.0,0,656.0
4,0.0,0,44,4,0,16,Thomas,8469919,Pock,Thomas Pock,D,NYR,-4,8,0.1818,0,2,20062007,0,0,22.5681,0.0526,76,973.75
17,0.0,0,71,7,0,69,Craig,8459004,Rivet,Craig Rivet,D,"MTL, SJS",1,24,0.338,2,11,20062007,0,1,27.4366,0.0786,89,1298.9859
2,0.409,0,23,1,0,22,John,8470113,Zeiler,John Zeiler,R,LAK,-2,3,0.1304,0,0,20062007,0,0,13.8695,0.0833,12,515.6956
18,0.0,1,54,11,0,63,Ed,8460492,Jovanovski,Ed Jovanovski,D,PHX,-6,29,0.537,6,14,20062007,0,1,29.9074,0.0814,135,1388.5185
23,0.5085,0,82,13,0,30,Eric,8466399,Perrin,Eric Perrin,C,TBL,-7,36,0.439,2,7,20062007,1,3,22.1585,0.086,151,1020.2926
0,0.0,0,2,0,0,0,Sebastien,8471911,Bisaillon,Sebastien Bisaillon,D,EDM,-1,0,0.0,0,0,20062007,0,0,18.5,0.0,3,851.5
10,0.0,0,22,1,0,6,Andrei,8470603,Kostitsyn,Andrei Kostitsyn,L,MTL,3,11,0.5,0,1,20062007,0,0,16.4545,0.0263,38,797.2727
7,0.0,0,77,3,0,37,Ladislav,8471222,Smid,Ladislav Smid,D,EDM,-16,10,0.1298,0,1,20062007,0,0,23.8831,0.0566,53,1154.3246
5,0.5648,1,14,1,0,4,Jarkko,8470282,Immonen,Jarkko Immonen,C,NYR,-2,6,0.4285,0,2,20062007,0,0,14.8571,0.0714,14,622.0
6,0.0,0,34,1,0,12,Jeff,8469480,Woywitka,Jeff Woywitka,D,STL,4,7,0.2058,0,0,20062007,0,0,19.3235,0.0357,28,885.0588
2,0.0,0,12,0,0,8,Peter,8472394,Harrold,Peter Harrold,D,LAK,0,2,0.1666,0,0,20062007,0,0,20.6666,0.0,11,912.25
0,0.0,0,10,0,0,7,Troy,8471426,Brouwer,Troy Brouwer,R,CHI,-7,0,0.0,0,0,20062007,0,0,13.9,0.0,7,594.5
8,0.5523,0,78,5,0,24,Marcel,8469473,Goc,Marcel Goc,C,SJS,-2,13,0.1666,0,0,20062007,1,1,17.4358,0.052,96,720.8205
1,0.25,0,32,0,0,63,Jeremy,8466174,Reich,Jeremy Reich,C,BOS,-10,1,0.0312,0,0,20062007,0,0,13.6562,0.0,27,493.625
0,0.0,0,3,0,0,2,Gregory,8469805,Jacina,Gregory Jacina,C,FLA,-1,0,0.0,0,0,20062007,0,0,9.3333,0.0,2,411.6666
0,0.4883,0,15,1,0,6,Tim,8470283,Brent,Tim Brent,C,ANA,-5,1,0.0666,0,0,20062007,0,0,10.8666,0.0714,14,414.9333
0,0.0,0,7,1,0,15,Wade,8469044,Brookbank,Wade Brookbank,D,BOS,-1,1,0.1428,0,0,20062007,0,0,6.8571,1.0,1,264.8571
21,0.2222,2,71,15,0,58,Oleg,8467884,Saprykin,Oleg Saprykin,L,"PHX, OTT",5,36,0.507,2,4,20062007,0,0,17.3802,0.1,150,747.7323
35,0.4495,6,80,35,1,44,Milan,8460577,Hejduk,Milan Hejduk,R,COL,10,70,0.875,12,24,20062007,1,1,24.6625,0.1361,257,1072.625
15,0.5425,2,56,8,0,44,Todd,8459587,Marchant,Todd Marchant,C,ANA,7,23,0.4107,0,0,20062007,3,3,21.8928,0.0695,115,910.4285
0,0.0,0,1,0,0,0,David,8469132,Gove,David Gove,L,CAR,0,0,0.0,0,0,20062007,0,0,5.0,0.0,0,196.0
33,0.5878,3,82,26,0,46,Mike,8451359,Sillinger,Mike Sillinger,C,NYI,5,59,0.7195,11,23,20062007,2,3,24.7195,0.171,152,1158.7317
0,0.6666,0,2,0,0,5,Rick,8471628,Rypien,Rick Rypien,C,VAN,0,0,0.0,0,0,20062007,0,0,10.0,0.0,0,286.0
11,0.3863,2,79,12,0,70,Jan,8464998,Bulis,Jan Bulis,C,VAN,-8,23,0.2911,1,3,20062007,1,1,19.5063,0.0983,122,862.5949
18,0.5746,1,82,11,1,86,Bobby,8447958,Holik,Bobby Holik,C,ATL,-3,29,0.3536,2,4,20062007,1,1,23.1097,0.0578,190,956.256
16,0.5334,1,74,13,0,10,John,8467565,Pohl,John Pohl,C,TOR,-4,29,0.3918,3,7,20062007,0,0,16.4054,0.1238,105,681.0675
47,0.0,1,74,11,1,20,Tomas,8465200,Kaberle,Tomas Kaberle,D,TOR,3,58,0.7837,2,30,20062007,0,1,29.554,0.0859,128,1552.2972
6,0.0,1,74,2,0,69,Ossi,8467369,Vaananen,Ossi Vaananen,D,COL,6,8,0.1081,0,0,20062007,0,0,21.9459,0.0625,32,859.5
0,0.0,1,21,1,0,48,Aaron,8465992,Downey,Aaron Downey,R,MTL,-6,1,0.0476,0,0,20062007,0,0,7.3333,0.1,10,298.9047
26,0.3333,1,76,10,0,14,Mark,8468309,Streit,Mark Streit,D,MTL,-5,36,0.4736,2,14,20062007,1,1,17.671,0.098,102,840.8815
0,0.0,0,34,1,0,102,George,8468095,Parros,George Parros,R,"COL, ANA",-3,1,0.0294,0,0,20062007,0,0,8.0588,0.0526,19,303.0882
1,0.0,0,8,0,0,10,Triston,8470899,Grant,Triston Grant,L,PHI,-1,1,0.125,0,0,20062007,0,0,7.0,0.0,3,272.125
0,0.6363,0,6,0,0,20,Zenon,8469820,Konopka,Zenon Konopka,C,CBJ,-2,0,0.0,0,0,20062007,0,0,8.5,0.0,2,300.3333
39,0.0,0,77,4,0,88,Joni,8470137,Pitkanen,Joni Pitkanen,D,PHI,-25,43,0.5584,1,18,20062007,0,2,27.3376,0.0291,137,1472.6883
45,0.5139,3,82,25,0,23,Brad,8467389,Richards,Brad Richards,C,TBL,-19,70,0.8536,12,33,20062007,1,2,26.2926,0.0919,272,1446.756
24,0.5084,2,74,30,1,66,Chris,8460567,Clark,Chris Clark,R,WSH,-10,54,0.7297,9,16,20062007,4,4,24.6756,0.1829,164,1105.3108
2,0.4444,0,16,0,0,20,Ben,8468868,Ondrus,Ben Ondrus,R,TOR,-5,2,0.125,0,0,20062007,0,0,8.125,0.0,7,293.625
0,0.5,0,9,0,0,2,Adam,8470063,Burish,Adam Burish,R,CHI,-4,0,0.0,0,0,20062007,0,0,17.1111,0.0,12,668.0
74,0.5014,3,82,22,0,96,Marc,8462118,Savard,Marc Savard,C,BOS,-19,96,1.1707,10,49,20062007,1,1,23.7804,0.0995,221,1212.939
1,0.4528,1,15,1,0,0,Frans,8470144,Nielsen,Frans Nielsen,C,NYI,-2,2,0.1333,0,0,20062007,0,0,7.9333,0.0625,16,313.1333
12,0.0,0,37,3,0,30,Daniel,8462115,Tjarnqvist,Daniel Tjarnqvist,D,EDM,3,15,0.4054,2,6,20062007,0,1,26.9459,0.0909,33,1361.6756
8,0.1666,2,64,10,0,26,Marcel,8468496,Hossa,Marcel Hossa,L,NYR,-4,18,0.2812,3,4,20062007,0,1,17.9375,0.1204,83,747.3437
19,0.0,0,62,3,0,17,Alexandre,8470678,Picard,Alexandre Picard,D,PHI,-19,22,0.3548,1,7,20062007,0,0,22.5806,0.0535,56,1108.7419
4,0.0,0,66,4,0,140,Raitis,8469120,Ivanans,Raitis Ivanans,L,LAK,-12,8,0.1212,0,0,20062007,0,0,11.0606,0.1081,37,418.9242
25,0.4933,3,65,20,0,44,Mike,8467964,Comrie,Mike Comrie,C,"PHX, OTT",0,45,0.6923,7,15,20062007,0,0,18.7384,0.16,125,914.6307
3,0.3703,0,17,4,0,10,Pierre,8451991,Turgeon,Pierre Turgeon,C,COL,-1,7,0.4117,1,3,20062007,0,0,15.8823,0.129,31,610.1176
2,0.0,0,15,1,0,8,Mikko,8469714,Lehtonen,Mikko Lehtonen,D,NSH,0,3,0.2,0,0,20062007,0,0,19.4,0.0714,14,875.7333
38,0.6666,3,56,23,0,66,Maxim,8466202,Afinogenov,Maxim Afinogenov,R,BUF,19,61,1.0892,7,20,20062007,0,0,19.0535,0.1523,151,1023.0
52,0.4432,8,82,39,1,78,Olli,8466140,Jokinen,Olli Jokinen,C,FLA,18,91,1.1097,9,28,20062007,1,1,25.7804,0.1111,351,1231.8902
5,0.0,0,63,7,0,125,Jeff,8462419,Cowan,Jeff Cowan,L,"LAK, VAN",3,12,0.1904,0,0,20062007,1,1,11.9206,0.0945,74,482.4444
3,0.0,0,15,2,0,14,Jordan,8467917,Leopold,Jordan Leopold,D,COL,-4,5,0.3333,1,1,20062007,1,1,29.5333,0.1052,19,1187.0
5,0.5144,0,8,3,0,6,Michal,8462129,Handzus,Michal Handzus,C,CHI,4,8,1.0,1,4,20062007,0,0,27.75,0.3333,9,1259.375
11,0.5086,2,76,7,0,145,Alexander,8469456,Svitov,Alexander Svitov,C,CBJ,-10,18,0.2368,1,4,20062007,0,0,20.2236,0.0843,83,826.9342
17,0.6153,1,76,27,0,46,Marco,8464979,Sturm,Marco Sturm,L,BOS,-24,44,0.5789,10,18,20062007,2,2,24.8026,0.1205,224,1115.5526
1,0.0,0,6,0,0,20,Brad,8459636,Norton,Brad Norton,D,DET,2,1,0.1666,0,0,20062007,0,0,5.8333,0.0,2,248.1666
41,0.4037,6,77,29,1,24,Martin,8458955,Straka,Martin Straka,C,NYR,16,70,0.909,8,28,20062007,0,1,23.1428,0.1757,165,1197.1558
1,0.0,0,11,0,0,4,Allan,8467469,Rourke,Allan Rourke,D,NYI,0,1,0.0909,0,0,20062007,0,0,15.7272,0.0,1,640.4545
7,0.0,0,35,1,0,44,Cam,8471216,Barker,Cam Barker,D,CHI,-12,8,0.2285,1,6,20062007,0,0,25.3142,0.0263,38,1159.1714
27,0.5056,6,68,27,0,48,Jason,8459429,Arnott,Jason Arnott,C,NSH,15,54,0.7941,12,20,20062007,0,0,22.9705,0.1421,190,1079.397
5,0.0,0,12,1,0,0,Tom,8470104,Gilbert,Tom Gilbert,D,EDM,-1,6,0.5,0,1,20062007,0,0,23.4166,0.0769,13,1205.0833
17,0.5119,1,64,11,0,18,Anson,8459156,Carter,Anson Carter,R,"CBJ, CAR",-4,28,0.4375,4,8,20062007,0,0,19.2187,0.1571,70,844.5
42,0.4994,3,57,13,1,88,Peter,8458520,Forsberg,Peter Forsberg,C,"PHI, NSH",7,55,0.9649,6,25,20062007,0,0,22.3684,0.1313,99,1097.7368
28,0.5268,0,81,8,0,55,Jay,8469508,McClement,Jay McClement,C,STL,3,36,0.4444,0,1,20062007,0,2,20.1728,0.0769,104,833.1111
22,0.1538,3,80,12,3,67,Colby,8469474,Armstrong,Colby Armstrong,R,PIT,2,34,0.425,1,4,20062007,1,3,22.8,0.0827,145,1009.75
