Season,Assists,GamesPlayed,GamesStarted,Goals,GoalsAgainst,GoalsAgainstAverage,Losses,OTLosses,PenaltyMinutes,PlayerFirstName,PlayerId,PlayerLastName,PlayerName,PlayerPositionCode,SavePctg,Saves,ShotsAgainst,Shutouts,Ties,TimeOnIce,Wins
20112012,4,70,67,0,179,2.7459,26,6,4,Craig,8467950,Anderson,Craig Anderson,G,0.9157,1946,2125,4,0,234670,36
20112012,0,14,8,0,36,3.3486,4,2,0,Alex,8467913,Auld,Alex Auld,G,0.8838,274,310,0,0,38702,2
20112012,0,36,32,0,86,2.6022,18,4,0,Curtis,8468166,Sanford,Curtis Sanford,G,0.9114,885,971,1,0,118975,10
20112012,1,15,13,0,44,3.2812,6,1,0,Ty,8469152,Conklin,Ty Conklin,G,0.8835,334,378,1,0,48274,5
20112012,0,7,6,0,17,2.6614,4,1,0,Jacob,8474593,Markstrom,Jacob Markstrom,G,0.9234,205,222,0,0,22995,2
20112012,1,6,6,0,15,3.0374,4,0,0,Kevin,8474690,Poulin,Kevin Poulin,G,0.9074,147,162,0,0,17778,2
20112012,3,21,20,0,50,2.4589,6,2,0,Martin,8462047,Biron,Martin Biron,G,0.9036,469,519,2,0,73201,12
20112012,0,10,9,0,22,2.4828,3,2,2,Ben,8471750,Bishop,Ben Bishop,G,0.9094,221,243,0,0,31899,3
20112012,2,70,68,0,178,2.6324,22,8,4,Ilya,8468524,Bryzgalov,Ilya Bryzgalov,G,0.9053,1702,1880,6,0,243423,38
20112012,0,4,4,0,11,2.7363,1,0,0,Jeff,8470074,Deslauriers,Jeff Deslauriers,G,0.9026,102,113,0,0,14472,3
20112012,1,10,5,0,19,2.7227,5,0,0,Dan,8468540,Ellis,Dan Ellis,G,0.9112,195,214,0,0,25122,1
20112012,0,2,1,0,7,4.2467,1,0,0,Jussi,8475680,Rynnas,Jussi Rynnas,G,0.825,33,40,0,0,5934,0
20112012,1,38,30,0,95,2.8217,13,5,2,Michal,8473607,Neuvirth,Michal Neuvirth,G,0.9026,881,976,3,0,121203,13
20112012,3,83,83,0,178,2.1663,25,13,30,Mike,8469608,Smith,Mike Smith,G,0.9332,2490,2668,11,0,295801,47
20112012,0,5,4,0,16,3.7247,1,0,2,Brad,8475097,Thiessen,Brad Thiessen,G,0.8584,97,113,0,0,15464,3
20112012,2,46,45,0,105,2.4327,18,7,2,Niklas,8473404,Backstrom,Niklas Backstrom,G,0.9191,1194,1299,4,0,155381,19
20112012,1,17,14,0,44,3.1765,7,2,0,Brent,8462161,Johnson,Brent Johnson,G,0.8794,321,365,0,0,49865,6
20112012,0,3,2,0,7,3.1188,1,0,0,Sebastien,8467959,Caron,Sebastien Caron,G,0.8771,50,57,0,0,8080,1
20112012,0,9,7,0,24,3.1706,4,2,0,Henrik,8475431,Karlsson,Henrik Karlsson,G,0.8995,215,239,0,0,27250,1
20112012,2,82,82,0,161,1.9303,28,8,4,Henrik,8468685,Lundqvist,Henrik Lundqvist,G,0.9302,2146,2307,11,0,300259,49
20112012,0,4,3,0,10,2.7548,2,0,0,Anders,8475195,Nilsson,Anders Nilsson,G,0.9107,102,112,1,0,13068,1
20112012,3,59,59,0,136,2.3335,22,4,0,Kari,8470140,Lehtonen,Kari Lehtonen,G,0.9217,1603,1739,4,0,209809,32
20112012,0,32,30,0,69,2.2752,11,3,2,Jean-Sebastien,8462044,Giguere,Jean-Sebastien Giguere,G,0.9188,781,850,2,0,109174,15
20112012,0,61,60,0,150,2.5449,21,7,0,Ryan,8468011,Miller,Ryan Miller,G,0.9161,1638,1788,6,0,212185,31
20112012,0,63,61,0,163,2.7063,21,10,0,Corey,8470645,Crawford,Corey Crawford,G,0.9021,1503,1666,0,0,216825,32
20112012,0,58,56,0,136,2.4594,18,12,2,Jose,8460535,Theodore,Jose Theodore,G,0.9169,1501,1637,4,0,199071,24
20112012,0,28,23,0,60,2.2119,8,2,2,Johan,8460704,Hedberg,Johan Hedberg,G,0.918,672,732,4,0,97650,17
20112012,0,1,1,0,1,1.00,0,0,0,Anton,8471418,Khudobin,Anton Khudobin,G,0.9777,44,45,0,0,3600,1
20112012,0,21,20,0,45,2.1052,9,5,2,Braden,8474651,Holtby,Braden Holtby,G,0.9308,606,651,1,0,76950,11
20112012,0,2,0,0,0,0.00,1,0,0,Mike,8474729,Murphy,Mike Murphy,G,1.00,9,9,0,0,2166,0
20112012,1,57,56,0,134,2.4516,16,8,4,Roberto,8466141,Luongo,Roberto Luongo,G,0.9183,1507,1641,5,0,196768,31
20112012,0,1,0,0,0,0.00,0,0,0,Shawn,8476803,Hunwick,Shawn Hunwick,G,0.00,0,0,0,0,153,0
20112012,0,10,8,0,31,3.5135,8,0,0,Andrew,8467453,Raycroft,Andrew Raycroft,G,0.8976,272,303,0,0,31763,2
20112012,0,16,13,0,35,2.359,6,2,0,Jonathan,8473541,Bernier,Jonathan Bernier,G,0.9086,348,383,1,0,53412,5
20112012,2,48,46,0,108,2.5085,17,2,4,Tomas,8460712,Vokoun,Tomas Vokoun,G,0.9168,1191,1299,4,0,154989,25
20112012,0,70,68,0,162,2.3546,22,11,0,Miikka,8462147,Kiprusoff,Miikka Kiprusoff,G,0.9205,1878,2040,4,0,247680,35
20112012,0,23,22,0,44,2.0474,8,3,2,Tuukka,8471695,Rask,Tuukka Rask,G,0.9291,577,621,3,0,77364,11
20112012,0,42,41,0,101,2.5486,18,3,6,Evgeni,8460705,Nabokov,Evgeni Nabokov,G,0.9138,1071,1172,2,0,142666,19
20112012,1,34,27,0,83,2.8075,9,4,2,Ray,8469548,Emery,Ray Emery,G,0.9004,751,834,0,0,106427,15
20112012,0,1,0,0,3,4.4063,0,0,0,Iiro,8476243,Tarkki,Iiro Tarkki,G,0.70,7,10,0,0,2451,1
20112012,2,8,6,0,22,3.7314,2,3,0,Rick,8468481,DiPietro,Rick DiPietro,G,0.8757,155,177,0,0,21225,3
20112012,2,48,44,0,118,2.8505,16,4,0,Mathieu,8464999,Garon,Mathieu Garon,G,0.9009,1073,1191,1,0,149025,23
20112012,0,73,73,0,172,2.426,26,9,2,Antti,8474550,Niemi,Antti Niemi,G,0.9146,1844,2016,6,0,255229,35
20112012,0,10,8,0,31,3.4044,6,1,0,Brian,8462052,Boucher,Brian Boucher,G,0.8807,229,260,0,0,32781,1
20112012,0,26,22,0,63,2.7014,11,4,2,Jhonas,8473523,Enroth,Jhonas Enroth,G,0.9166,693,756,1,0,83955,8
20112012,2,46,45,0,143,3.3863,26,3,2,Steve,8473461,Mason,Steve Mason,G,0.8944,1212,1355,1,0,152021,16
20112012,3,17,17,0,44,2.5459,7,5,2,Peter,8469514,Budaj,Peter Budaj,G,0.9133,464,508,0,0,62217,5
20112012,0,34,30,0,81,2.6201,12,4,0,Josh,8470216,Harding,Josh Harding,G,0.9174,900,981,2,0,111292,13
20112012,0,46,43,0,76,1.6956,14,4,2,Brian,8470880,Elliott,Brian Elliott,G,0.9344,1083,1159,9,0,161358,26
20112012,0,5,5,0,10,2.0059,2,0,0,Robin,8475215,Lehner,Robin Lehner,G,0.935,144,154,1,0,17947,3
20112012,0,12,11,0,35,3.1267,5,2,4,Ben,8475681,Scrivens,Ben Scrivens,G,0.9025,324,359,0,0,40297,4
20112012,0,1,0,0,0,0.00,0,0,0,Peter,8474771,Mannino,Peter Mannino,G,1.00,4,4,0,0,1191,0
20112012,0,11,5,0,16,2.3038,2,0,0,Allen,8474057,York,Allen York,G,0.9195,183,199,0,0,25002,3
20112012,1,5,5,0,14,3.4485,3,1,2,Dustin,8474682,Tokarski,Dustin Tokarski,G,0.8793,102,116,0,0,14615,1
20112012,0,48,48,0,93,1.9572,13,8,0,Jaroslav,8470860,Halak,Jaroslav Halak,G,0.926,1164,1257,6,0,171060,27
20112012,2,68,67,0,191,2.9142,28,9,0,Ondrej,8471715,Pavelec,Ondrej Pavelec,G,0.9061,1845,2036,4,0,235946,29
20112012,0,7,7,0,21,3.1945,3,3,0,Leland,8473414,Irving,Leland Irving,G,0.9121,218,239,0,0,23665,1
20112012,0,2,0,0,1,1.3798,0,0,0,Drew,8469569,MacIntyre,Drew MacIntyre,G,0.9444,17,18,0,0,2609,0
20112012,2,65,65,0,160,2.434,28,11,6,Carey,8471679,Price,Carey Price,G,0.9164,1754,1914,4,0,236646,26
20112012,0,1,0,0,2,3.6998,0,0,0,Yann,8471186,Danis,Yann Danis,G,0.8333,10,12,0,0,1946,0
20112012,0,20,15,0,43,2.5933,7,1,0,Chris,8462152,Mason,Chris Mason,G,0.8981,379,422,2,0,59692,8
20112012,0,68,68,1,182,2.7381,23,13,4,Cam,8470320,Ward,Cam Ward,G,0.915,1961,2143,5,0,239283,30
20112012,8,83,83,0,188,2.3193,30,7,2,Martin,8455710,Brodeur,Martin Brodeur,G,0.9105,1913,2101,4,0,291803,45
20112012,0,5,4,0,16,3.6835,2,0,2,Marty,8460612,Turco,Marty Turco,G,0.8545,94,110,0,0,15637,2
20112012,1,18,15,0,43,2.765,5,1,0,Richard,8473614,Bachman,Richard Bachman,G,0.9098,434,477,1,0,55985,8
20112012,0,34,34,0,97,3.0969,14,4,0,James,8473503,Reimer,James Reimer,G,0.9004,877,974,3,0,112755,14
20112012,0,30,25,0,83,3.138,10,2,0,Sergei,8475683,Bobrovsky,Sergei Bobrovsky,G,0.8945,704,787,0,0,95218,14
20112012,1,62,62,0,132,2.1664,21,4,6,Jimmy,8470657,Howard,Jimmy Howard,G,0.9181,1480,1612,6,0,219340,36
20112012,1,73,73,0,182,2.5678,30,12,0,Jonas,8473972,Hiller,Jonas Hiller,G,0.9099,1839,2021,4,0,255151,29
20112012,0,40,40,0,100,2.6542,20,7,0,Nikolai,8459140,Khabibulin,Nikolai Khabibulin,G,0.9102,1014,1114,2,0,135630,12
20112012,0,19,14,0,43,2.5427,9,3,2,Jason,8467391,LaBarbera,Jason LaBarbera,G,0.9115,443,486,0,0,60878,3
20112012,2,33,27,0,74,2.544,8,7,0,Scott,8466339,Clemmensen,Scott Clemmensen,G,0.914,787,861,1,0,104715,15
20112012,0,12,7,0,22,2.3759,6,0,0,Matt,8475252,Hackett,Matt Hackett,G,0.9219,260,282,0,0,33334,3
20112012,0,7,6,0,16,2.4801,3,2,0,Justin,8471251,Peters,Justin Peters,G,0.9313,217,233,1,0,23224,2
20112012,3,73,70,0,179,2.5369,21,5,4,Marc-Andre,8470594,Fleury,Marc-Andre Fleury,G,0.907,1746,1925,3,0,254001,44
20112012,0,19,14,0,40,2.3016,7,1,2,Thomas,8471306,Greiss,Thomas Greiss,G,0.9152,432,472,0,0,62563,9
20112012,1,53,52,0,136,2.5893,24,3,2,Semyon,8473575,Varlamov,Semyon Varlamov,G,0.913,1428,1564,4,0,189081,26
20112012,2,36,31,0,64,1.905,10,2,0,Cory,8471239,Schneider,Cory Schneider,G,0.9388,982,1046,3,0,120940,21
20112012,0,14,12,0,29,2.16,5,1,0,Joey,8469732,MacDonald,Joey MacDonald,G,0.9121,301,330,0,0,48333,8
20112012,1,66,62,0,148,2.3371,23,3,0,Tim,8460703,Thomas,Tim Thomas,G,0.9206,1718,1866,6,0,227974,38
20112012,1,16,10,0,32,2.4229,8,0,0,Anders,8474765,Lindback,Anders Lindback,G,0.912,332,364,0,0,47545,5
20112012,2,89,89,0,162,1.821,25,13,6,Jonathan,8471734,Quick,Jonathan Quick,G,0.9325,2239,2401,13,0,320258,51
20112012,0,1,0,0,0,0.00,0,0,0,Jake,8474596,Allen,Jake Allen,G,0.00,0,0,0,0,67,0
20112012,0,2,1,0,2,1.672,0,0,0,Curtis,8470147,McElhinney,Curtis McElhinney,G,0.9444,34,36,0,0,4306,1
20112012,1,42,36,0,112,2.9208,17,4,4,Jonas,8475361,Gustavsson,Jonas Gustavsson,G,0.9023,1035,1147,4,0,138042,17
20112012,0,31,26,0,89,3.1051,11,5,2,Al,8471219,Montoya,Al Montoya,G,0.893,743,832,0,0,103182,9
20112012,1,47,42,0,118,2.6682,20,3,0,Devan,8471227,Dubnyk,Devan Dubnyk,G,0.9144,1262,1380,2,0,159207,20
20112012,5,83,82,0,187,2.3482,23,9,2,Pekka,8471469,Rinne,Pekka Rinne,G,0.9236,2262,2449,6,0,286686,48
20112012,0,1,0,0,0,0.00,0,0,0,Brian,8471822,Foster,Brian Foster,G,1.00,1,1,0,0,292,0
20112012,0,40,31,0,128,3.6597,16,3,6,Dwayne,8460806,Roloson,Dwayne Roloson,G,0.8863,998,1126,1,0,125911,13
20122013,2,54,54,0,114,2.1021,16,6,2,Antti,8474550,Niemi,Antti Niemi,G,0.9249,1404,1518,4,0,195233,31
20122013,0,2,1,0,5,3.5728,1,0,0,Philipp,8475831,Grubauer,Philipp Grubauer,G,0.9152,54,59,0,0,5038,0
20122013,0,1,1,0,5,5.0732,1,0,0,Michael,8468038,Leighton,Michael Leighton,G,0.8076,21,26,0,0,3548,0
20122013,3,38,35,0,91,2.5419,10,0,2,Marc-Andre,8470594,Fleury,Marc-Andre Fleury,G,0.9113,935,1026,2,0,128879,25
20122013,0,12,11,0,29,2.5452,6,1,0,Nikolai,8459140,Khabibulin,Nikolai Khabibulin,G,0.9228,347,376,1,0,41017,4
20122013,0,44,43,0,119,2.797,20,3,2,Ondrej,8471715,Pavelec,Ondrej Pavelec,G,0.9048,1132,1251,0,0,153163,21
20122013,0,1,1,0,2,2.4324,0,0,0,Sami,8475824,Aittokallio,Sami Aittokallio,G,0.92,23,25,0,0,2960,0
20122013,0,20,17,0,46,2.693,9,0,6,Ben,8475681,Scrivens,Ben Scrivens,G,0.9151,496,542,2,0,61491,7
20122013,0,34,34,0,69,2.0717,13,2,0,Craig,8467950,Anderson,Craig Anderson,G,0.9329,960,1029,3,0,119896,17
20122013,0,7,4,0,14,2.7092,3,0,0,Kevin,8474690,Poulin,Kevin Poulin,G,0.8978,123,137,0,0,18603,1
20122013,0,10,8,0,22,3.0706,5,1,0,Josh,8470216,Harding,Josh Harding,G,0.8942,186,208,1,0,25793,2
20122013,2,31,28,0,65,2.2757,9,2,2,Tomas,8460712,Vokoun,Tomas Vokoun,G,0.9247,799,864,4,0,102825,19
20122013,0,2,0,0,2,2.8696,0,1,0,Alex,8471774,Stalock,Alex Stalock,G,0.8461,11,13,0,0,2509,0
20122013,1,24,21,0,63,2.8983,10,1,0,Anders,8474765,Lindback,Anders Lindback,G,0.9018,579,642,0,0,78251,10
20122013,0,40,39,0,108,2.8146,17,5,2,Ryan,8468011,Miller,Ryan Miller,G,0.9149,1162,1270,0,0,138134,17
20122013,2,33,32,0,77,2.3851,10,7,2,Jonas,8473972,Hiller,Jonas Hiller,G,0.9137,816,893,2,0,116219,18
20122013,0,43,42,0,110,2.6526,15,4,0,Carey,8471679,Price,Carey Price,G,0.9035,1031,1141,3,0,149286,22
20122013,0,15,14,0,42,3.2878,6,3,2,Jose,8460535,Theodore,Jose Theodore,G,0.8925,349,391,0,0,45988,4
20122013,0,18,14,0,43,2.8419,4,4,4,Jean-Sebastien,8462044,Giguere,Jean-Sebastien Giguere,G,0.9083,426,469,0,0,54470,5
20122013,0,6,5,0,13,2.5308,4,0,0,Thomas,8471306,Greiss,Thomas Greiss,G,0.915,140,153,1,0,18492,1
20122013,3,40,40,0,107,2.794,17,3,0,Ilya,8468524,Bryzgalov,Ilya Bryzgalov,G,0.8996,959,1066,1,0,137865,19
20122013,0,21,17,0,55,2.8733,9,1,0,Joey,8469732,MacDonald,Joey MacDonald,G,0.9021,507,562,0,0,68908,8
20122013,1,6,5,0,15,3.3325,1,1,0,Leland,8473414,Irving,Leland Irving,G,0.8828,113,128,0,0,16204,2
20122013,1,20,17,0,47,2.5867,8,1,0,Steve,8473461,Mason,Steve Mason,G,0.9162,514,561,0,0,65409,7
20122013,2,29,29,1,65,2.2192,9,7,0,Martin,8455710,Brodeur,Martin Brodeur,G,0.9006,589,654,2,0,105441,13
20122013,1,58,56,0,116,1.9495,18,8,0,Tuukka,8471695,Rask,Tuukka Rask,G,0.9333,1625,1741,8,0,214204,33
20122013,0,23,23,0,68,3.2233,14,1,0,Jacob,8474593,Markstrom,Jacob Markstrom,G,0.9007,617,685,0,0,75945,8
20122013,0,2,2,0,6,3.00,1,0,0,Daniel,8471433,Taylor,Daniel Taylor,G,0.9117,62,68,0,0,7200,1
20122013,0,15,13,0,33,2.463,4,0,0,Jake,8474596,Allen,Jake Allen,G,0.9046,313,346,1,0,48233,9
20122013,0,7,5,0,17,2.903,1,0,0,Al,8471219,Montoya,Al Montoya,G,0.8988,151,168,1,0,21081,3
20122013,2,19,16,0,52,3.1291,8,2,0,Dan,8468540,Ellis,Dan Ellis,G,0.9063,503,555,1,0,59824,6
20122013,1,40,38,0,97,2.5364,12,7,0,James,8473503,Reimer,James Reimer,G,0.9234,1170,1267,4,0,137675,22
20122013,0,38,37,0,90,2.5702,16,6,0,Devan,8471227,Dubnyk,Devan Dubnyk,G,0.9204,1042,1132,2,0,126057,14
20122013,4,47,47,0,127,2.7219,15,9,6,Evgeni,8460705,Nabokov,Evgeni Nabokov,G,0.9016,1164,1291,3,0,167968,25
20122013,0,17,16,0,44,2.8403,6,1,0,Cam,8470320,Ward,Cam Ward,G,0.9077,433,477,0,0,55767,9
20122013,0,4,1,0,6,2.4997,2,0,0,Brian,8462052,Boucher,Brian Boucher,G,0.8909,49,55,0,0,8641,0
20122013,0,34,34,0,84,2.5772,12,5,0,Mike,8469608,Smith,Mike Smith,G,0.9104,854,938,5,0,117333,15
20122013,0,8,3,0,14,2.322,2,0,0,Darcy,8475311,Kuemper,Darcy Kuemper,G,0.9078,138,152,0,0,21705,1
20122013,1,55,55,0,115,2.071,23,6,0,Henrik,8468685,Lundqvist,Henrik Lundqvist,G,0.9281,1486,1601,4,0,199897,29
20122013,0,38,37,0,74,2.0009,11,6,0,Sergei,8475683,Bobrovsky,Sergei Bobrovsky,G,0.9317,1010,1084,4,0,133137,21
20122013,1,55,54,0,121,2.2458,22,7,16,Jonathan,8471734,Quick,Jonathan Quick,G,0.914,1286,1407,4,0,193962,27
20122013,0,3,3,0,12,4.1002,3,0,0,Rick,8468481,DiPietro,Rick DiPietro,G,0.8554,71,83,0,0,10536,0
20122013,0,13,8,0,33,3.2521,5,0,0,Richard,8473614,Bachman,Richard Bachman,G,0.8854,255,288,0,0,36530,6
20122013,2,43,42,0,106,2.5217,16,1,4,Braden,8474651,Holtby,Braden Holtby,G,0.9201,1222,1328,5,0,151324,26
20122013,1,43,42,0,99,2.4306,16,8,8,Pekka,8471469,Rinne,Pekka Rinne,G,0.91,1002,1101,5,0,146626,15
20122013,0,1,1,0,5,5.0675,1,0,0,Matt,8475252,Hackett,Matt Hackett,G,0.8484,28,33,0,0,3552,0
20122013,1,56,56,0,122,2.2146,20,9,2,Jimmy,8470657,Howard,Jimmy Howard,G,0.9232,1468,1590,6,0,198312,28
20122013,0,21,19,0,36,1.9354,1,0,0,Ray,8469548,Emery,Ray Emery,G,0.9217,424,460,3,0,66960,17
20122013,0,12,9,0,27,2.5985,4,1,0,Jhonas,8473523,Enroth,Jhonas Enroth,G,0.9186,305,332,1,0,37406,4
20122013,0,23,20,0,57,2.5587,8,4,0,Roberto,8466141,Luongo,Roberto Luongo,G,0.9083,565,622,2,0,80196,9
20122013,1,32,32,0,70,2.2693,11,5,0,Cory,8471239,Schneider,Cory Schneider,G,0.923,840,910,5,0,111044,17
20122013,0,18,16,0,44,2.9008,9,2,0,Mathieu,8464999,Garon,Mathieu Garon,G,0.8969,383,427,0,0,54604,5
20122013,0,3,0,0,7,3.8095,0,0,0,Yann,8471186,Danis,Yann Danis,G,0.8813,52,59,0,0,6615,1
20122013,0,15,10,0,32,2.6449,6,2,0,Jason,8467391,LaBarbera,Jason LaBarbera,G,0.9234,386,418,0,0,43555,4
20122013,0,19,11,0,53,3.6702,7,2,0,Scott,8466339,Clemmensen,Scott Clemmensen,G,0.8741,368,421,0,0,51985,3
20122013,0,11,6,0,29,3.728,7,1,0,Chris,8462152,Mason,Chris Mason,G,0.8733,200,229,0,0,28004,1
20122013,1,19,19,0,51,2.761,10,3,4,Johan,8460704,Hedberg,Johan Hedberg,G,0.8827,384,435,1,0,66496,6
20122013,0,15,11,0,32,2.6703,3,2,0,Peter,8469514,Budaj,Peter Budaj,G,0.8947,272,304,1,0,43141,8
20122013,0,25,23,0,52,2.1844,6,2,0,Viktor,8476839,Fasth,Viktor Fasth,G,0.9213,609,661,4,0,85698,15
20122013,1,16,15,0,29,2.1413,5,1,0,Jaroslav,8470860,Halak,Jaroslav Halak,G,0.8986,257,286,3,0,48755,6
20122013,0,6,5,0,13,2.3235,2,1,0,Martin,8462047,Biron,Martin Biron,G,0.9166,143,156,0,0,20142,2
20122013,1,15,12,0,24,1.8039,3,1,0,Jonathan,8473541,Bernier,Jonathan Bernier,G,0.9238,291,315,1,0,47896,9
20122013,0,1,0,0,1,2.33,0,0,0,Keith,8476234,Kinkaid,Keith Kinkaid,G,0.923,12,13,0,0,1545,0
20122013,0,19,16,0,55,3.4576,11,1,0,Justin,8471251,Peters,Justin Peters,G,0.8913,451,506,1,0,57264,4
20122013,0,42,41,0,98,2.4829,15,3,2,Niklas,8473404,Backstrom,Niklas Backstrom,G,0.9085,974,1072,2,0,142088,24
20122013,0,14,14,0,31,2.3163,4,1,4,Anton,8471418,Khudobin,Anton Khudobin,G,0.9201,357,388,1,0,48180,9
20122013,0,13,12,0,33,2.738,5,2,0,Michal,8473607,Neuvirth,Michal Neuvirth,G,0.91,334,367,0,0,43388,4
20122013,0,1,1,0,3,3.0646,1,0,0,Carter,8475622,Hutton,Carter Hutton,G,0.8928,25,28,0,0,3524,0
20122013,0,30,26,0,61,2.191,12,2,0,Brian,8470880,Elliott,Brian Elliott,G,0.9096,614,675,3,0,100225,16
20122013,1,7,4,0,17,2.9205,2,1,2,Jonas,8475361,Gustavsson,Jonas Gustavsson,G,0.8785,123,140,0,0,20955,2
20122013,2,36,35,0,88,2.6583,14,3,0,Kari,8470140,Lehtonen,Kari Lehtonen,G,0.9161,962,1050,1,0,119171,15
20122013,0,22,21,0,56,2.6653,9,1,2,Ben,8471750,Bishop,Ben Bishop,G,0.9201,645,701,2,0,75638,11
20122013,0,4,4,0,5,1.2164,0,2,0,Chad,8473434,Johnson,Chad Johnson,G,0.9537,103,108,1,0,14797,2
20122013,0,3,2,0,8,2.9981,3,0,0,Cedrick,8473638,Desjardins,Cedrick Desjardins,G,0.8904,65,73,0,0,9606,0
20122013,0,2,2,0,4,2.0142,1,0,0,Petr,8475852,Mrazek,Petr Mrazek,G,0.9215,47,51,0,0,7149,1
20122013,0,5,5,0,15,3.0895,3,1,0,Cristopher,8476846,Nilstorp,Cristopher Nilstorp,G,0.8972,131,146,0,0,17478,1
20122013,0,1,0,0,0,0.00,0,0,0,Jeff,8471712,Frazee,Jeff Frazee,G,1.00,3,3,0,0,1116,0
20122013,1,35,33,0,98,3.0159,21,3,0,Semyon,8473575,Varlamov,Semyon Varlamov,G,0.9026,909,1007,3,0,116979,11
20122013,0,53,51,0,103,1.8931,12,7,4,Corey,8470645,Crawford,Corey Crawford,G,0.9286,1340,1443,4,0,195865,35
20122013,1,24,24,0,77,3.4372,14,2,0,Miikka,8462147,Kiprusoff,Miikka Kiprusoff,G,0.8815,573,650,0,0,80645,8
20122013,0,1,0,0,0,0.00,0,0,0,Jussi,8475680,Rynnas,Jussi Rynnas,G,1.00,6,6,0,0,620,0
20122013,0,14,12,0,29,2.2188,4,4,0,Robin,8475215,Lehner,Robin Lehner,G,0.9354,420,449,0,0,47052,5
20132014,0,32,30,0,71,2.3593,9,5,0,Darcy,8475311,Kuemper,Darcy Kuemper,G,0.9143,758,829,3,0,108333,15
20132014,0,16,12,0,46,3.3933,8,3,0,Jacob,8474593,Markstrom,Jacob Markstrom,G,0.8725,315,361,0,0,48801,2
20132014,2,21,20,0,51,2.4972,9,4,4,Justin,8471251,Peters,Justin Peters,G,0.9185,575,626,1,0,73520,7
20132014,1,21,18,0,33,1.7201,6,0,0,Martin,8474889,Jones,Martin Jones,G,0.9349,474,507,4,0,69065,12
20132014,1,64,64,0,151,2.4639,24,5,2,Sergei,8475683,Bobrovsky,Sergei Bobrovsky,G,0.9212,1766,1917,5,0,220622,34
20132014,2,71,71,0,163,2.3268,24,6,4,Carey,8471679,Price,Carey Price,G,0.9254,2023,2186,7,0,252188,42
20132014,0,25,22,0,64,2.8038,10,4,0,Marek,8476992,Mazanec,Marek Mazanec,G,0.9015,586,650,2,0,82172,8
20132014,0,1,0,0,3,4.5588,0,0,0,Cristopher,8476846,Nilstorp,Cristopher Nilstorp,G,0.8235,14,17,0,0,2369,0
20132014,0,29,26,0,46,1.655,7,3,0,Josh,8470216,Harding,Josh Harding,G,0.9333,644,690,3,0,100060,18
20132014,0,31,24,0,79,3.018,14,2,31,Ray,8469548,Emery,Ray Emery,G,0.9012,721,800,2,0,94234,10
20132014,0,2,1,0,4,2.5374,1,0,0,Drew,8469569,MacIntyre,Drew MacIntyre,G,0.9215,47,51,0,0,5675,0
20132014,0,36,34,0,80,2.3029,14,1,0,Anton,8471418,Khudobin,Anton Khudobin,G,0.9256,996,1076,1,0,125058,19
20132014,0,3,3,0,7,3.0277,2,1,0,Richard,8473614,Bachman,Richard Bachman,G,0.9156,76,83,0,0,8323,0
20132014,0,8,7,0,18,2.3297,3,1,0,Dustin,8474682,Tokarski,Dustin Tokarski,G,0.9274,230,248,1,0,27814,4
20132014,0,56,56,0,129,2.4019,23,7,2,Roberto,8466141,Luongo,Roberto Luongo,G,0.9188,1460,1589,4,0,193340,25
20132014,0,1,0,0,0,0.00,0,0,0,Andrew,8477202,Hammond,Andrew Hammond,G,1.00,11,11,0,0,2071,0
